shipment_id,shipment_date,supplier_name,warehouse_location,product_category,units_ordered,delivery_delay_days,damaged_units
SHP00395,2026-02-17,Supplier_A,WH_South,Sports,968,3,42
SHP00396,2026-02-11,Supplier_C,WH_North,Electronics,432,5,24
SHP00397,2026-02-15,Supplier_C,WH_West,Clothing,138,5,10
SHP00398,2026-02-24,Supplier_C,WH_West,Clothing,612,7,52
SHP00399,2026-02-15,Supplier_C,WH_West,Home,690,7,36
SHP00400,2026-02-04,Supplier_B,WH_West,Electronics,659,2,22
SHP00401,2026-02-02,Supplier_C,WH_North,Electronics,149,5,8
SHP00402,2026-02-18,Supplier_B,WH_West,Sports,533,5,1
SHP00403,2026-02-14,Supplier_B,WH_North,Electronics,101,1,9
SHP00404,2026-02-03,Supplier_C,WH_South,Home,791,7,69
SHP00405,2026-02-12,Supplier_A,WH_West,Sports,284,2,10
SHP00406,2026-02-04,Supplier_C,WH_South,Home,235,8,1
SHP00407,2026-02-24,Supplier_B,WH_West,Electronics,719,2,23
SHP00408,2026-02-06,Supplier_C,WH_North,Electronics,752,8,11
SHP00409,2026-02-26,Supplier_B,WH_North,Sports,261,2,21
SHP00410,2026-02-23,Supplier_A,WH_West,Electronics,340,5,18
SHP00411,2026-02-28,Supplier_B,WH_West,Electronics,910,6,89
SHP00412,2026-02-20,Supplier_B,WH_North,Sports,552,1,45
SHP00413,2026-02-08,Supplier_C,WH_North,Electronics,467,4,26
SHP00414,2026-02-09,Supplier_B,WH_North,Sports,350,2,30
SHP00415,2026-02-16,Supplier_C,WH_South,Sports,646,3,61
SHP00416,2026-02-23,Supplier_B,WH_West,Clothing,472,4,44
SHP00417,2026-02-04,Supplier_A,WH_South,Electronics,876,1,86
SHP00418,2026-02-25,Supplier_A,WH_West,Clothing,593,6,14
SHP00419,2026-02-03,Supplier_C,WH_West,Electronics,367,8,26
SHP00420,2026-02-21,Supplier_C,WH_West,Sports,829,8,32
SHP00421,2026-02-09,Supplier_B,WH_North,Electronics,227,2,13
SHP00422,2026-02-09,Supplier_C,WH_West,Electronics,969,10,57
SHP00423,2026-02-26,Supplier_C,WH_West,Sports,393,9,24
SHP00424,2026-02-23,Supplier_A,WH_South,Sports,822,1,4
SHP00425,2026-02-19,Supplier_C,WH_West,Home,785,7,11
SHP00426,2026-02-23,Supplier_A,WH_South,Clothing,364,3,26
SHP00427,2026-02-22,Supplier_B,WH_North,Sports,151,3,4
SHP00428,2026-02-10,Supplier_A,WH_South,Clothing,810,3,5
SHP00429,2026-02-02,Supplier_B,WH_West,Sports,183,5,2
SHP00430,2026-02-25,Supplier_C,WH_South,Sports,299,7,2
SHP00431,2026-02-15,Supplier_A,WH_West,Electronics,259,5,12
SHP00432,2026-02-14,Supplier_B,WH_North,Home,754,2,14
SHP00433,2026-02-26,Supplier_B,WH_West,Sports,1000,4,96
SHP00434,2026-02-11,Supplier_B,WH_West,Sports,863,6,14
SHP00435,2026-02-28,Supplier_A,WH_South,Home,659,1,5
SHP00436,2026-02-11,Supplier_B,WH_West,Electronics,795,5,64
SHP00437,2026-02-12,Supplier_C,WH_South,Sports,735,7,72
SHP00438,2026-02-16,Supplier_C,WH_North,Electronics,180,8,11
SHP00439,2026-02-17,Supplier_C,WH_South,Sports,275,5,5
SHP00440,2026-02-22,Supplier_C,WH_West,Sports,727,8,60
SHP00441,2026-02-27,Supplier_C,WH_North,Clothing,820,4,55
SHP00442,2026-02-15,Supplier_A,WH_South,Sports,402,1,23
SHP00443,2026-02-02,Supplier_C,WH_North,Sports,598,3,50
SHP00444,2026-02-03,Supplier_C,WH_North,Clothing,555,8,55
SHP00445,2026-02-03,Supplier_A,WH_West,Electronics,220,6,7
SHP00446,2026-02-06,Supplier_A,WH_South,Electronics,770,2,66
SHP00447,2026-02-16,Supplier_C,WH_West,Electronics,573,9,43
SHP00448,2026-02-07,Supplier_C,WH_North,Home,188,5,14
SHP00449,2026-02-17,Supplier_B,WH_North,Home,274,3,4
SHP00450,2026-02-18,Supplier_B,WH_South,Electronics,950,2,11
SHP00451,2026-02-10,Supplier_C,WH_South,Home,500,8,49
SHP00452,2026-02-02,Supplier_C,WH_West,Clothing,673,4,66
SHP00453,2026-02-10,Supplier_C,WH_West,Electronics,867,9,40
SHP00454,2026-02-22,Supplier_A,WH_South,Electronics,189,1,2
SHP00455,2026-02-28,Supplier_B,WH_South,Clothing,482,3,1
SHP00456,2026-02-02,Supplier_A,WH_West,Sports,761,2,45
SHP00457,2026-02-22,Supplier_C,WH_West,Clothing,183,8,8
SHP00458,2026-02-09,Supplier_B,WH_North,Sports,842,1,62
SHP00459,2026-02-18,Supplier_C,WH_North,Clothing,716,6,11
SHP00460,2026-02-11,Supplier_C,WH_West,Sports,665,8,37
SHP00461,2026-02-09,Supplier_B,WH_West,Home,271,5,12
SHP00462,2026-02-27,Supplier_B,WH_North,Electronics,926,3,30
SHP00463,2026-02-14,Supplier_C,WH_South,Home,796,4,22
SHP00464,2026-02-17,Supplier_C,WH_West,Home,883,7,25
SHP00465,2026-02-24,Supplier_A,WH_North,Home,531,2,45
SHP00466,2026-02-14,Supplier_A,WH_South,Electronics,161,1,9
SHP00467,2026-02-04,Supplier_C,WH_South,Sports,415,6,34
SHP00468,2026-02-17,Supplier_B,WH_North,Electronics,341,3,18
SHP00469,2026-02-19,Supplier_B,WH_West,Electronics,977,3,33
SHP00470,2026-02-13,Supplier_A,WH_West,Clothing,729,4,9
SHP00471,2026-02-16,Supplier_A,WH_South,Clothing,717,3,13
SHP00472,2026-02-27,Supplier_C,WH_South,Clothing,432,4,8
SHP00473,2026-02-21,Supplier_B,WH_South,Sports,335,2,1
SHP00474,2026-02-24,Supplier_B,WH_North,Sports,630,2,42
SHP00475,2026-02-28,Supplier_B,WH_North,Clothing,387,2,30
SHP00476,2026-02-13,Supplier_C,WH_West,Electronics,961,9,27
SHP00477,2026-02-22,Supplier_A,WH_South,Electronics,111,2,8
SHP00478,2026-02-27,Supplier_C,WH_South,Clothing,531,6,4
SHP00479,2026-02-10,Supplier_C,WH_North,Home,471,3,6
SHP00480,2026-02-25,Supplier_A,WH_West,Sports,616,5,7
SHP00481,2026-02-12,Supplier_C,WH_South,Sports,551,8,53
SHP00482,2026-02-02,Supplier_B,WH_West,Clothing,204,3,0
SHP00483,2026-02-10,Supplier_C,WH_South,Home,878,3,86
SHP00484,2026-02-19,Supplier_C,WH_South,Electronics,605,4,54
SHP00485,2026-02-28,Supplier_B,WH_North,Sports,909,3,79
SHP00486,2026-02-05,Supplier_B,WH_West,Sports,235,5,23
SHP00487,2026-02-19,Supplier_C,WH_South,Electronics,101,6,8
SHP00488,2026-02-15,Supplier_A,WH_North,Home,228,2,6
SHP00489,2026-02-19,Supplier_A,WH_North,Home,135,2,13
SHP00490,2026-02-07,Supplier_A,WH_West,Sports,515,5,19
SHP00491,2026-02-22,Supplier_A,WH_South,Home,516,1,2
SHP00492,2026-02-28,Supplier_B,WH_South,Home,645,1,51
SHP00493,2026-02-03,Supplier_B,WH_West,Electronics,330,3,6
SHP00494,2026-02-06,Supplier_C,WH_South,Clothing,483,6,16
SHP00495,2026-02-27,Supplier_C,WH_South,Clothing,267,4,8
SHP00496,2026-02-03,Supplier_C,WH_South,Clothing,512,6,27
SHP00497,2026-02-01,Supplier_B,WH_South,Electronics,831,3,57
SHP00498,2026-02-22,Supplier_A,WH_North,Sports,504,2,28
SHP00499,2026-02-07,Supplier_B,WH_West,Home,423,4,10
SHP00500,2026-02-03,Supplier_B,WH_West,Sports,378,3,27
